Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,23-Mar-21,3129.65,3140,3169,3122.85,3142,3142.6,3148.33,3305973,10408299727,167131,1615396,48.86
TCS,EQ,24-Mar-21,3142.6,3111.2,3152.3,3111.15,3123.6,3121.1,3130.63,2207104,6909631859,110682,930779,42.17
TCS,EQ,25-Mar-21,3121.1,3112.2,3130.85,3050,3074.5,3064.85,3091.11,3179786,9829064108,153808,1567362,49.29
TCS,EQ,26-Mar-21,3064.85,3090.65,3118,3043.05,3062,3066.8,3078.97,3697370,11384084592,201134,1512152,40.9
TCS,EQ,30-Mar-21,3066.8,3083,3188.45,3060.9,3172,3158.55,3139.65,4694261,14738334444,191356,2277177,48.51
TCS,EQ,31-Mar-21,3158.55,3155,3205,3132,3175.3,3177.85,3177.88,3530069,11218135153,156653,1236712,35.03
TCS,EQ,1-Apr-21,3177.85,3191.1,3215,3145,3167,3165,3178.41,4285076,13619743475,154796,2256615,52.66
TCS,EQ,5-Apr-21,3165,3171,3263,3151,3241,3238.9,3206.75,5317862,17053050940,229667,2518855,47.37
TCS,EQ,6-Apr-21,3238.9,3275,3275,3230,3266.5,3264.7,3254.36,2291562,7457570557,109190,834510,36.42
TCS,EQ,7-Apr-21,3264.7,3259,3277.55,3234.8,3271,3271.4,3258.05,2491268,8116666258,122792,1125695,45.19
TCS,EQ,8-Apr-21,3271.4,3270,3335,3266.05,3315,3317.35,3314.03,2578118,8543956094,142722,987260,38.29
TCS,EQ,9-Apr-21,3317.35,3354,3354.35,3308,3325,3322.25,3327.38,2911129,9686422201,114832,1043656,35.85
TCS,EQ,12-Apr-21,3322.25,3322.25,3338.1,3213.2,3250,3246.55,3275.21,3791828,12419018301,202522,1329121,35.05
TCS,EQ,13-Apr-21,3246.55,3214,3214,3073.05,3120,3104.05,3116.13,8654596,26968883551,436638,3104217,35.87
TCS,EQ,15-Apr-21,3104.05,3160.3,3237.25,3087.45,3227,3218.95,3168.14,6062760,19207655908,219212,3038656,50.12
TCS,EQ,16-Apr-21,3218.95,3229,3247,3182.6,3186.1,3195.15,3209.11,3224657,10348287513,123918,1401641,43.47
TCS,EQ,19-Apr-21,3195.15,3169,3189,3135.1,3159.15,3161.8,3164.13,2679106,8477031168,126444,1340909,50.05
TCS,EQ,20-Apr-21,3161.8,3225,3225.35,3126.35,3140,3144.55,3150.28,3141893,9897843132,162928,1747537,55.62
TCS,EQ,22-Apr-21,3144.55,3148,3148,3105.25,3121.05,3118.8,3122.39,1988980,6210380335,172941,1191717,59.92
TCS,EQ,23-Apr-21,3118.8,3105,3119,3091.05,3110.2,3109.5,3105.86,1615309,5016930339,93127,772358,47.81
TCS,EQ,26-Apr-21,3109.5,3102.05,3153,3088.05,3100.05,3100.8,3122.35,2490260,7775464961,87012,1345353,54.02
TCS,EQ,27-Apr-21,3100.8,3106,3136.1,3103,3132.75,3132,3122.18,1471417,4594035861,97077,849767,57.75
TCS,EQ,28-Apr-21,3132,3149.95,3151,3112,3123,3124.1,3125.72,1639037,5123175757,76017,847762,51.72
TCS,EQ,29-Apr-21,3124.1,3145.6,3157.35,3105.5,3114.45,3115.25,3130.83,1621395,5076305908,98275,837567,51.66
TCS,EQ,30-Apr-21,3115.25,3099,3132.05,3020,3040,3035.65,3063.19,3072305,9411056605,157829,1942473,63.23
TCS,EQ,3-May-21,3035.65,3024.9,3055,3004,3035.85,3037,3035.65,1545831,4692605166,109575,636257,41.16
TCS,EQ,4-May-21,3037,3062.8,3090,3035,3052.9,3049.75,3061.2,1990777,6094167595,94786,912440,45.83
TCS,EQ,5-May-21,3049.75,3070,3099.4,3052.4,3095.75,3095.7,3083.22,1939289,5979255989,115524,1003404,51.74
TCS,EQ,6-May-21,3095.7,3105.5,3134,3074,3115.9,3111.45,3107.27,1791671,5567213773,72680,831131,46.39
TCS,EQ,7-May-21,3111.45,3133,3159.85,3111.8,3131,3132.9,3136.92,1912540,5999492210,94194,946390,49.48
TCS,EQ,10-May-21,3132.9,3145.95,3164.2,3125,3147,3145.5,3145.94,2137153,6723356017,100229,1258111,58.87
TCS,EQ,11-May-21,3145.5,3125,3128.1,3091.15,3120,3122.6,3111.04,2415625,7515102667,93623,1484826,61.47
TCS,EQ,12-May-21,3122.6,3120,3120,3070.6,3085.5,3087.6,3086.76,1978558,6107329662,101860,1219688,61.65
TCS,EQ,14-May-21,3087.6,3098.5,3098.5,3040,3052,3051.5,3051.89,2043935,6237862561,126572,1281535,62.7
TCS,EQ,17-May-21,3051.5,3055,3075.2,3036,3072.75,3069.75,3054.41,2890462,8828642068,98199,1759849,60.88
TCS,EQ,18-May-21,3069.75,3100,3124,3078,3089,3088.8,3097.13,2098538,6499442923,65396,1156834,55.13
TCS,EQ,19-May-21,3088.8,3084,3118,3067.1,3084.9,3082,3095.03,1986041,6146847716,112427,1244083,62.64
TCS,EQ,20-May-21,3082,3067.1,3088.8,3052.1,3060.65,3060,3065.96,2329027,7140693825,110631,1512325,64.93
TCS,EQ,21-May-21,3060,3061,3088.2,3055.1,3080.5,3080.5,3075.95,1685566,5184715065,74555,1085313,64.39
TCS,EQ,24-May-21,3080.5,3081.5,3105,3072,3082.45,3081.5,3089.42,1652260,5104527042,79516,896770,54.28
TCS,EQ,25-May-21,3081.5,3092,3128.25,3082.1,3115,3114,3111.62,1841613,5730395913,122270,902281,48.99
TCS,EQ,26-May-21,3114,3120,3165,3103.8,3158,3158.5,3143.41,1923753,6047145461,98431,937133,48.71
TCS,EQ,27-May-21,3158.5,3161.95,3217.75,3161.8,3198,3180,3189.1,5959785,19006345222,181046,3733267,62.64
TCS,EQ,28-May-21,3180,3189.5,3198,3135.65,3146.35,3143.6,3161.25,1763701,5575492889,98509,941310,53.37
TCS,EQ,31-May-21,3143.6,3150,3170.35,3128.6,3163.4,3159.15,3155.52,1652799,5215439448,86026,731415,44.25
TCS,EQ,1-Jun-21,3159.15,3168.6,3169.95,3132,3153.9,3153,3147.93,1377441,4336083045,91948,748839,54.36
TCS,EQ,2-Jun-21,3153,3150.85,3159.45,3115,3135,3129.45,3128.08,2240078,7007134475,132990,1411614,63.02
TCS,EQ,3-Jun-21,3129.45,3154.55,3154.55,3122.65,3144.9,3141.25,3136.68,1281706,4020300713,91185,617798,48.2
TCS,EQ,4-Jun-21,3141.25,3128,3156.85,3125,3138.5,3143.75,3140.46,1836060,5766071003,78503,1117232,60.85
TCS,EQ,7-Jun-21,3143.75,3145,3190.45,3133.6,3187,3183.2,3157.52,2559821,8082689476,102542,1587945,62.03
TCS,EQ,8-Jun-21,3183.2,3198,3231,3187.2,3199.35,3200.15,3212.89,2574057,8270159546,115327,1314327,51.06
TCS,EQ,9-Jun-21,3200.15,3202,3220,3186.2,3199.7,3200.25,3202.19,1710925,5478705691,75025,996569,58.25
TCS,EQ,10-Jun-21,3200.25,3210,3224,3193,3216,3216.8,3210.54,1874324,6017589512,100093,1002378,53.48
TCS,EQ,11-Jun-21,3216.8,3211.55,3309,3211,3279,3273.8,3269.42,3452954,11289168561,139241,1428491,41.37
