"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TECHM","EQ","04-Jan-2023","       1023.80","       1023.80","       1029.35","       1012.10","       1019.70","       1020.30","       1020.17","    1702044","          1736372902.55","      53263","     995616","         58.50"
"TECHM","EQ","05-Jan-2023","       1020.30","       1021.00","       1024.95","       1004.50","       1012.80","       1011.65","       1013.24","    1376035","          1394255183.30","      53787","     746970","         54.28"
"TECHM","EQ","06-Jan-2023","       1011.65","       1009.50","       1011.65","        985.00","        986.00","        986.15","        994.35","    2346808","          2333556955.15","     101184","    1350862","         57.56"
"TECHM","EQ","09-Jan-2023","        986.15","        997.95","       1021.00","        995.40","       1013.00","       1015.25","       1014.21","    2190779","          2221918685.70","      80823","     685986","         31.31"
"TECHM","EQ","10-Jan-2023","       1015.25","       1013.00","       1014.05","        999.05","       1002.80","       1002.65","       1003.85","    1411099","          1416538317.05","      69911","     710936","         50.38"
"TECHM","EQ","11-Jan-2023","       1002.65","       1008.45","       1016.95","       1003.25","       1006.00","       1006.35","       1010.02","    1294200","          1307172692.35","      47456","     597563","         46.17"
"TECHM","EQ","12-Jan-2023","       1006.35","       1010.00","       1013.50","        997.30","       1001.25","       1001.55","       1004.27","    1948321","          1956638591.45","      74209","    1231160","         63.19"
"TECHM","EQ","13-Jan-2023","       1001.55","       1004.45","       1009.00","        986.30","       1002.80","       1003.15","        998.08","    2837817","          2832362684.10","      81920","    1333703","         47.00"
"TECHM","EQ","16-Jan-2023","       1003.15","       1008.20","       1035.75","       1003.25","       1034.00","       1034.45","       1024.66","    4286551","          4392263766.90","     118445","    2224306","         51.89"
"TECHM","EQ","17-Jan-2023","       1034.45","       1034.00","       1050.00","       1030.90","       1046.00","       1046.05","       1041.45","    2466876","          2569128242.70","      89087","    1391791","         56.42"
"TECHM","EQ","18-Jan-2023","       1046.05","       1046.05","       1051.50","       1043.50","       1047.50","       1048.35","       1047.97","    1138627","          1193250401.80","      74840","     629171","         55.26"
"TECHM","EQ","19-Jan-2023","       1048.35","       1043.90","       1054.00","       1040.10","       1053.00","       1053.30","       1047.74","    1768051","          1852455774.50","      59084","    1157304","         65.46"
"TECHM","EQ","20-Jan-2023","       1053.30","       1052.50","       1057.50","       1041.85","       1046.65","       1046.50","       1050.71","    1160517","          1219362530.65","      87236","     694656","         59.86"
"TECHM","EQ","23-Jan-2023","       1046.50","       1053.50","       1069.60","       1047.25","       1063.25","       1065.30","       1061.51","    1344952","          1427681736.15","      54197","     733722","         54.55"
"TECHM","EQ","24-Jan-2023","       1065.30","       1070.00","       1077.30","       1065.30","       1068.80","       1070.60","       1071.13","    1578750","          1691047079.05","      74473","     747266","         47.33"
"TECHM","EQ","25-Jan-2023","       1070.60","       1065.00","       1067.70","       1049.00","       1050.45","       1051.15","       1057.06","    1049973","          1109887138.35","      46075","     542124","         51.63"
"TECHM","EQ","27-Jan-2023","       1051.15","       1051.00","       1057.65","       1021.50","       1032.00","       1030.10","       1037.63","    1651820","          1713985659.50","      82040","     892445","         54.03"
"TECHM","EQ","30-Jan-2023","       1030.10","       1030.10","       1047.95","       1018.40","       1039.20","       1036.10","       1034.84","    2654212","          2746675502.60","     103423","    1759386","         66.29"
"TECHM","EQ","31-Jan-2023","       1036.10","       1025.00","       1028.85","        996.05","       1016.10","       1015.00","       1009.23","    5797831","          5851323595.40","     202100","    3054320","         52.68"
"TECHM","EQ","01-Feb-2023","       1015.00","       1018.05","       1034.50","       1003.30","       1025.00","       1023.75","       1022.79","    1939670","          1983865606.30","      89116","     863090","         44.50"
"TECHM","EQ","02-Feb-2023","       1023.75","       1027.30","       1044.25","       1011.10","       1017.00","       1016.65","       1021.68","    3860090","          3943762330.85","     132463","    2604316","         67.47"
"TECHM","EQ","03-Feb-2023","       1016.65","       1024.45","       1026.90","       1003.00","       1012.55","       1011.30","       1010.05","    2980262","          3010224872.95","      83244","    1915276","         64.27"
